team,player_id,player_name,position,shoots,height,weight,birthdate
SAC,201942,DeMar DeRozan,G-F,,6-6,220,"AUG 07, 1989"
SAC,1627734,Domantas Sabonis,F-C,,6-10,240,"MAY 03, 1996"
SAC,1631099,Keegan Murray,F,,6-8,225,"AUG 19, 2000"
SAC,203471,Dennis Schröder,G,,6-1,175,"SEP 15, 1993"
SAC,201566,Russell Westbrook,G,,6-4,200,"NOV 12, 1988"
SAC,1629234,Drew Eubanks,F-C,,6-10,245,"FEB 01, 1997"
SAC,203967,Dario Šarić,F-C,,6-10,225,"APR 08, 1994"
SAC,1642269,Devin Carter,G,,6-2,195,"MAR 18, 2002"
SAC,1631165,Keon Ellis,G,,6-4,175,"JAN 08, 2000"
SAC,1641815,Isaiah Stevens,G,,5-11,185,"NOV 01, 2000"
SAC,1631342,Daeqwon Plowden,G-F,,6-4,216,"AUG 29, 1998"
SAC,1642928,Dylan Cardwell,C,,6-10,255,"DEC 16, 2001"
SAC,1642875,Maxime Raynaud,C,,7-1,250,"APR 07, 2003"
SAS,1629162,Jordan McLaughlin,G,,5-11,185,"APR 09, 1996"
SAS,1641705,Victor Wembanyama,F-C,,7-4,235,"JAN 04, 2004"
SAS,1642844,Dylan Harper,G,,6-5,215,"MAR 02, 2006"
SAS,1629640,Keldon Johnson,F-G,,6-6,220,"OCT 11, 1999"
SAS,1628368,De'Aaron Fox,G,,6-3,185,"DEC 20, 1997"
SAS,1642264,Stephon Castle,G,,6-6,215,"NOV 01, 2004"
SAS,1628436,Luke Kornet,C-F,,7-1,250,"JUL 15, 1995"
SAS,203482,Kelly Olynyk,F-C,,7-0,240,"APR 19, 1991"
SAS,1631110,Jeremy Sochan,F,,6-8,230,"MAY 20, 2003"
SAS,1642868,Carter Bryant,F,,6-6,220,"NOV 26, 2005"
SAS,202687,Bismack Biyombo,C,,6-8,255,"AUG 28, 1992"
SAS,1630170,Devin Vassell,G-F,,6-5,200,"AUG 23, 2000"
SAS,1642357,David Jones Garcia,F,,6-4,210,"NOV 24, 2001"
SAS,1642434,Riley Minix,F,,6-7,230,"SEP 22, 2000"
SAS,1630577,Julian Champagnie,F,,6-7,217,"JUN 29, 2001"
SAS,203084,Harrison Barnes,F,,6-7,225,"MAY 30, 1992"
SAS,1630322,Lindy Waters III,F,,6-5,210,"JUL 28, 1997"
SAS,1631127,Harrison Ingram,F,,6-5,230,"NOV 27, 2002"
OKC,1628983,Shai Gilgeous-Alexander,G,,6-6,195,"JUL 12, 1998"
OKC,1642959,Chris Youngblood,G,,6-4,None,"FEB 09, 2002"
OKC,1629652,Luguentz Dort,G,,6-4,220,"APR 19, 1999"
OKC,1631119,Jaylin Williams,F,,6-9,240,"JUN 29, 2002"
OKC,1631096,Chet Holmgren,C-F,,7-1,208,"MAY 01, 2002"
OKC,1631114,Jalen Williams,G-F,,6-5,211,"APR 14, 2001"
OKC,1627936,Alex Caruso,G,,6-5,186,"FEB 28, 1994"
OKC,1630198,Isaiah Joe,G,,6-4,165,"JUL 02, 1999"
OKC,1642850,Thomas Sorber,C,,6-9,250,"DEC 25, 2005"
OKC,1631172,Ousmane Dieng,F,,6-9,185,"MAY 21, 2003"
OKC,1642382,Branden Carlson,C,,7-0,220,"JUN 14, 1999"
OKC,1630598,Aaron Wiggins,G,,6-5,190,"JAN 02, 1999"
OKC,1641717,Cason Wallace,G,,6-3,195,"NOV 07, 2003"
OKC,1642964,Brooks Barnhizer,G,,6-5,230,"MAR 02, 2002"
OKC,1642349,Ajay Mitchell,G,,6-4,190,"JUN 25, 2002"
OKC,1629026,Kenrich Williams,G-F,,6-7,210,"DEC 02, 1994"
OKC,1642260,Nikola Topić,G,,6-6,200,"AUG 10, 2005"
OKC,1628392,Isaiah Hartenstein,C-F,,7-0,250,"MAY 05, 1998"
TOR,1630639,A.J. Lawson,G,,6-6,179,"JUL 15, 2000"
TOR,1641711,Gradey Dick,G-F,,6-7,200,"NOV 20, 2003"
TOR,1642367,Jonathan Mogbo,F,,6-9,225,"OCT 29, 2001"
TOR,1627742,Brandon Ingram,F,,6-8,190,"SEP 02, 1997"
TOR,1630567,Scottie Barnes,F-G,,6-8,237,"AUG 01, 2001"
TOR,1630193,Immanuel Quickley,G,,6-2,190,"JUN 17, 1999"
TOR,1629628,RJ Barrett,F-G,,6-6,214,"JUN 14, 2000"
TOR,1642867,Collin Murray-Boyles,F,,6-7,245,"JUN 10, 2005"
TOR,1642266,Ja'Kobe Walter,G,,6-4,180,"SEP 04, 2004"
TOR,202066,Garrett Temple,G-F,,6-5,195,"MAY 08, 1986"
TOR,1627751,Jakob Poeltl,C,,7-0,253,"OCT 15, 1995"
TOR,1642347,Jamal Shead,G,,6-1,200,"JUL 24, 2002"
TOR,1642935,Chucky Hepburn,G,,6-0,190,"FEB 09, 2003"
TOR,1630534,Ochai Agbaji,G,,6-5,215,"APR 20, 2000"
TOR,1630572,Sandro Mamukelashvili,F-C,,6-9,240,"MAY 23, 1999"
TOR,1642918,Alijah Martin,G,,6-2,210,"DEC 26, 2001"
TOR,1642419,Jamison Battle,F,,6-7,220,"MAY 10, 2001"
UTA,1641707,Taylor Hendricks,F,,6-9,215,"NOV 22, 2003"
UTA,203937,Kyle Anderson,F-G,,6-8,230,"SEP 20, 1993"
UTA,1641718,Keyonte George,G,,6-4,185,"NOV 08, 2003"
UTA,1642262,Cody Williams,F,,6-8,190,"NOV 20, 2004"
UTA,1642268,Isaiah Collier,G,,6-4,210,"OCT 08, 2004"
UTA,1629004,Svi Mykhailiuk,G-F,,6-7,205,"JUN 10, 1997"
UTA,1642383,Walter Clayton Jr.,G,,6-4,195,"MAR 06, 2003"
UTA,1641989,Elijah Harkless,G,,6-3,195,"FEB 03, 2000"
UTA,1642910,John Tonje,G,,6-4,218,"APR 23, 2001"
UTA,1642846,Ace Bailey,F,,6-9,200,"AUG 13, 2006"
UTA,1642271,Kyle Filipowski,C,,6-11,250,"NOV 07, 2003"
UTA,1628374,Lauri Markkanen,F-C,,7-1,240,"MAY 22, 1997"
UTA,1631117,Walker Kessler,C,,7-2,245,"JUL 26, 2001"
UTA,1641729,Brice Sensabaugh,F,,6-6,235,"OCT 30, 2003"
UTA,203994,Jusuf Nurkić,C,,6-11,290,"AUG 23, 1994"
UTA,1627777,Georges Niang,F,,6-6,230,"JUN 17, 1993"
UTA,1631131,Oscar Tshiebwe,F-C,,6-8,255,"NOV 27, 1999"
UTA,201567,Kevin Love,F-C,,6-10,251,"SEP 07, 1988"
MEM,1642942,Jahmai Mashack,G,,6-4,203,"NOV 10, 2002"
MEM,1642377,Jaylen Wells,F,,6-7,None,"AUG 26, 2003"
MEM,1630590,Scotty Pippen Jr.,G,,6-2,170,"NOV 10, 2000"
MEM,1629660,Ty Jerome,G-F,,6-5,195,"JUL 08, 1997"
MEM,203484,Kentavious Caldwell-Pope,G,,6-5,204,"FEB 18, 1993"
MEM,1631246,Vince Williams Jr.,G,,6-4,205,"AUG 30, 2000"
MEM,1630583,Santi Aldama,F-C,,7-0,215,"JAN 10, 2001"
MEM,1628991,Jaren Jackson Jr.,F-C,,6-10,242,"SEP 15, 1999"
MEM,1642914,Javon Small,G,,6-1,190,"DEC 19, 2002"
MEM,1629630,Ja Morant,G,,6-2,174,"AUG 10, 1999"
MEM,1641744,Zach Edey,C,,7-3,305,"MAY 14, 2002"
MEM,1629634,Brandon Clarke,F,,6-8,215,"SEP 19, 1996"
MEM,1641765,Olivier-Maxence Prosper,F,,6-7,230,"JUL 03, 2002"
MEM,1642907,Cedric Coward,G,,6-5,206,"SEP 11, 2003"
MEM,1642285,Cam Spencer,G,,6-3,205,"APR 06, 2000"
MEM,1629111,Jock Landale,C,,6-11,255,"OCT 25, 1995"
MEM,1641723,Kobe Bufkin,G,,6-4,195,"SEP 21, 2003"
MEM,1641713,GG Jackson,F,,6-9,210,"DEC 17, 2004"
MEM,1629723,John Konchar,G,,6-5,210,"MAR 22, 1996"
WAS,1641731,Bilal Coulibaly,G,,6-7,195,"JUL 26, 2004"
WAS,1641774,Tristan Vukcevic,F,,7-0,220,"MAR 11, 2003"
WAS,1641715,Cam Whitmore,F,,6-6,230,"JUL 08, 2004"
WAS,203468,CJ McCollum,G,,6-3,190,"SEP 19, 1991"
WAS,1642358,AJ Johnson,G,,6-5,160,"DEC 01, 2004"
WAS,1642364,Jamir Watkins,F,,6-6,210,"JUL 06, 2001"
WAS,1642267,Bub Carrington,G,,6-4,190,"JUL 21, 2005"
WAS,1631103,Malaki Branham,F,,6-4,180,"MAY 12, 2003"
WAS,1630551,Justin Champagnie,G-F,,6-6,206,"JUN 29, 2001"
WAS,1642848,Tre Johnson,G,,6-5,190,"MAR 07, 2006"
WAS,1630536,Sharife Cooper,G,,6-0,176,"JUN 11, 2001"
WAS,1630264,Anthony Gill,F,,6-7,230,"OCT 17, 1992"
WAS,1642273,Kyshawn George,F,,6-8,200,"DEC 12, 2003"
WAS,1642259,Alex Sarr,C,,7-0,205,"APR 26, 2005"
WAS,203114,Khris Middleton,F,,6-7,222,"AUG 12, 1991"
WAS,1630557,Corey Kispert,F,,6-6,224,"MAR 03, 1999"
WAS,1642860,Will Riley,F,,6-9,180,"FEB 10, 2006"
WAS,1628963,Marvin Bagley III,F,,6-10,235,"MAR 14, 1999"
DET,1631105,Jalen Duren,C,,6-10,250,"NOV 18, 2003"
DET,1630595,Cade Cunningham,G,,6-6,220,"SEP 25, 2001"
DET,1642403,Isaac Jones,F,,6-8,245,"JUL 11, 2000"
DET,1641842,Ronald Holland II,F,,6-8,206,"JUL 07, 2005"
DET,1630194,Paul Reed,F,,6-9,210,"JUN 14, 1999"
DET,1627747,Caris LeVert,G,,6-7,205,"AUG 25, 1994"
DET,1631111,Wendell Moore Jr.,G,,6-5,215,"SEP 18, 2001"
DET,1641709,Ausar Thompson,G-F,,6-7,205,"JAN 30, 2003"
DET,202699,Tobias Harris,F,,6-8,226,"JUL 15, 1992"
DET,1642404,Chaz Lanier,G,,6-3,206,"DEC 19, 2001"
DET,1631093,Jaden Ivey,G,,6-3,195,"FEB 13, 2002"
DET,1642450,Daniss Jenkins,G,,6-4,165,"AUG 17, 2001"
DET,1631204,Marcus Sasser,G,,6-1,195,"SEP 21, 2000"
DET,1630191,Isaiah Stewart,F-C,,6-8,250,"MAY 22, 2001"
DET,1629750,Javonte Green,G,,6-5,205,"JUL 23, 1993"
DET,1641752,Bobi Klintman,F,,6-9,225,"MAR 06, 2003"
DET,1642449,Tolu Smith,F,,6-11,None,"JUL 26, 2000"
DET,1629130,Duncan Robinson,F,,6-7,215,"APR 22, 1994"
CHA,1628970,Miles Bridges,F,,6-7,225,"MAR 21, 1998"
CHA,1630163,LaMelo Ball,G,,6-7,180,"AUG 22, 2001"
CHA,1629684,Grant Williams,F,,6-7,236,"NOV 30, 1998"
CHA,1642883,Sion James,G,,6-5,220,"DEC 04, 2002"
CHA,1642851,Kon Knueppel,G-F,,6-6,215,"AUG 03, 2005"
CHA,1629012,Collin Sexton,G,,6-3,190,"JAN 04, 1999"
CHA,1641809,Drew Peterson,F,,6-8,205,"NOV 09, 1999"
CHA,1630182,Josh Green,G,,6-6,200,"NOV 16, 2000"
CHA,1641750,Ryan Kalkbrenner,C,,7-1,256,"JAN 17, 2002"
CHA,1641810,Antonio Reeves,G,,6-5,205,"NOV 20, 2000"
CHA,1631217,Moussa Diabaté,F,,6-10,210,"JAN 21, 2002"
CHA,1626192,Pat Connaughton,G,,6-5,209,"JAN 06, 1993"
CHA,203486,Mason Plumlee,F-C,,7-0,254,"MAR 05, 1990"
CHA,1630544,Tre Mann,G,,6-4,178,"FEB 03, 2001"
CHA,1641706,Brandon Miller,F,,6-7,200,"NOV 22, 2002"
CHA,1642354,KJ Simpson,G,,6-2,189,"AUG 08, 2002"
CHA,1642275,Tidjane Salaün,F,,6-10,207,"AUG 10, 2005"
CHA,1642862,Liam McNeeley,F,,6-7,210,"OCT 10, 2005"
